ensembl_gene_id	symbol	tx_biotype
ENSG00000248459		processed_pseudogene
ENSG00000248462		processed_pseudogene
ENSG00000248466		processed_pseudogene
ENSG00000248471		processed_pseudogene
ENSG00000248474		lincRNA
ENSG00000248475		antisense
ENSG00000248477		processed_transcript
ENSG00000248479		lincRNA
ENSG00000248480		processed_pseudogene
ENSG00000248482		lincRNA
ENSG00000248484		lincRNA
ENSG00000248488		processed_pseudogene
ENSG00000248490		lincRNA
ENSG00000248491		lincRNA
ENSG00000248493		processed_pseudogene
ENSG00000248494		sense_intronic
ENSG00000248503		processed_transcript
ENSG00000248506		processed_pseudogene
ENSG00000248507		unprocessed_pseudogene
ENSG00000248510		lincRNA
ENSG00000248511		protein_coding
ENSG00000248514		antisense
ENSG00000248515		lincRNA
ENSG00000248516		lincRNA
ENSG00000248517		lincRNA
ENSG00000248518		lincRNA
ENSG00000248521		processed_pseudogene
ENSG00000248525		sense_overlapping
ENSG00000248528		lincRNA
ENSG00000248531		unprocessed_pseudogene
ENSG00000248532		processed_pseudogene
ENSG00000248533		lincRNA
ENSG00000248537		antisense
ENSG00000248539		lincRNA
ENSG00000248542		processed_pseudogene
ENSG00000248543		processed_pseudogene
ENSG00000248544		antisense
ENSG00000248545		lincRNA
ENSG00000248547		processed_pseudogene
ENSG00000248548		unprocessed_pseudogene
ENSG00000248551		lincRNA
ENSG00000248552		processed_pseudogene
ENSG00000248553		unprocessed_pseudogene
ENSG00000248554		antisense
ENSG00000248557		processed_pseudogene
ENSG00000248559		antisense
ENSG00000248560		processed_pseudogene
ENSG00000248564		processed_pseudogene
ENSG00000248567		lincRNA
ENSG00000248568		processed_pseudogene
ENSG00000248571		antisense
ENSG00000248573		transcribed_unprocessed_pseudogene
ENSG00000248574		processed_pseudogene
ENSG00000248576		antisense
ENSG00000248577		processed_pseudogene
ENSG00000248583		unprocessed_pseudogene
ENSG00000248585		processed_pseudogene
ENSG00000248586		processed_pseudogene
ENSG00000248588		lincRNA
ENSG00000248590		transcribed_processed_pseudogene
ENSG00000248591		processed_pseudogene
ENSG00000248597		lincRNA
ENSG00000248600		lincRNA
ENSG00000248601		antisense
ENSG00000248605		lincRNA
ENSG00000248607		antisense
ENSG00000248608		processed_pseudogene
ENSG00000248610		processed_pseudogene
ENSG00000248611		processed_pseudogene
ENSG00000248613		unprocessed_pseudogene
ENSG00000248616		processed_pseudogene
ENSG00000248618		processed_pseudogene
ENSG00000248621		processed_pseudogene
ENSG00000248624		sense_intronic
ENSG00000248625		processed_pseudogene
ENSG00000248627		antisense
ENSG00000248629		antisense
ENSG00000248633		transcribed_processed_pseudogene
ENSG00000248634		sense_intronic
ENSG00000248635		unprocessed_pseudogene
ENSG00000248637		processed_pseudogene
ENSG00000248639		processed_pseudogene
ENSG00000248640		processed_pseudogene
ENSG00000248642		unprocessed_pseudogene
ENSG00000248645		unprocessed_pseudogene
ENSG00000248646		lincRNA
ENSG00000248647		antisense
ENSG00000248648		processed_pseudogene
ENSG00000248651		processed_pseudogene
ENSG00000248652		processed_pseudogene
ENSG00000248654		unprocessed_pseudogene
ENSG00000248656		lincRNA
ENSG00000248659		unprocessed_pseudogene
ENSG00000248660		processed_pseudogene
ENSG00000248663		lincRNA
ENSG00000248664		antisense
ENSG00000248667		lincRNA
ENSG00000248669		processed_pseudogene
ENSG00000248674		processed_pseudogene
ENSG00000248676		antisense
ENSG00000248682		sense_intronic
ENSG00000248684		processed_pseudogene
ENSG00000248685		lincRNA
ENSG00000248687		unprocessed_pseudogene
ENSG00000248692		antisense
ENSG00000248693		lincRNA
ENSG00000248694		antisense
ENSG00000248696		processed_pseudogene
ENSG00000248701		lincRNA
ENSG00000248702		processed_pseudogene
ENSG00000248704		unprocessed_pseudogene
ENSG00000248705		unprocessed_pseudogene
ENSG00000248708		lincRNA
ENSG00000248709		lincRNA
ENSG00000248711		unprocessed_pseudogene
ENSG00000248714		lincRNA
ENSG00000248715		processed_pseudogene
ENSG00000248716		processed_pseudogene
ENSG00000248717		lincRNA
ENSG00000248719		antisense
ENSG00000248720		processed_pseudogene
ENSG00000248722		processed_pseudogene
ENSG00000248725		processed_pseudogene
ENSG00000248729		processed_pseudogene
ENSG00000248733		antisense
ENSG00000248734		antisense
ENSG00000248735		processed_pseudogene
ENSG00000248736		lincRNA
ENSG00000248739		processed_pseudogene
ENSG00000248740		lincRNA
ENSG00000248744		lincRNA
ENSG00000248745		processed_pseudogene
ENSG00000248747		lincRNA
ENSG00000248748		unprocessed_pseudogene
ENSG00000248749		lincRNA
ENSG00000248750		processed_pseudogene
ENSG00000248751		nonsense_mediated_decay
ENSG00000248752		lincRNA
ENSG00000248753		lincRNA
ENSG00000248755		processed_pseudogene
ENSG00000248758		antisense
ENSG00000248761		processed_pseudogene
ENSG00000248762		lincRNA
ENSG00000248763		unprocessed_pseudogene
ENSG00000248764		antisense
ENSG00000248765		processed_pseudogene
ENSG00000248766		processed_pseudogene
ENSG00000248769		unprocessed_pseudogene
ENSG00000248770		unprocessed_pseudogene
ENSG00000248772		unprocessed_pseudogene
ENSG00000248773		sense_intronic
ENSG00000248774		antisense
ENSG00000248775		processed_pseudogene
ENSG00000248777		processed_pseudogene
ENSG00000248779		lincRNA
ENSG00000248780		processed_pseudogene
ENSG00000248781		processed_pseudogene
ENSG00000248783		lincRNA
ENSG00000248790		antisense
ENSG00000248791		processed_pseudogene
ENSG00000248792		unprocessed_pseudogene
ENSG00000248794		processed_pseudogene
ENSG00000248796		unprocessed_pseudogene
ENSG00000248799		antisense
ENSG00000248802		lincRNA
ENSG00000248803		processed_pseudogene
ENSG00000248807		unprocessed_pseudogene
ENSG00000248813		lincRNA
ENSG00000248816		antisense
ENSG00000248820		processed_pseudogene
ENSG00000248821		unprocessed_pseudogene
ENSG00000248822		processed_pseudogene
ENSG00000248824		unprocessed_pseudogene
ENSG00000248826		processed_pseudogene
ENSG00000248830		unprocessed_pseudogene
ENSG00000248831		processed_pseudogene
ENSG00000248834		processed_pseudogene
ENSG00000248838		processed_pseudogene
ENSG00000248839		antisense
ENSG00000248840		transcribed_processed_pseudogene
ENSG00000248842		lincRNA
ENSG00000248846		lincRNA
ENSG00000248847		processed_pseudogene
ENSG00000248851		processed_pseudogene
ENSG00000248853		processed_pseudogene
ENSG00000248863		processed_transcript
ENSG00000248867		processed_pseudogene
ENSG00000248870		lincRNA
ENSG00000248876		lincRNA
ENSG00000248877		processed_pseudogene
ENSG00000248878		transcribed_processed_pseudogene
ENSG00000248880		processed_pseudogene
ENSG00000248881		antisense
ENSG00000248883		unprocessed_pseudogene
ENSG00000248884		lincRNA
ENSG00000248885		processed_pseudogene
ENSG00000248886		unprocessed_pseudogene
ENSG00000248891		processed_pseudogene
ENSG00000248895		processed_pseudogene
ENSG00000248898		antisense
ENSG00000248903		processed_pseudogene
ENSG00000248907		unprocessed_pseudogene
ENSG00000248909		processed_pseudogene
ENSG00000248911		processed_pseudogene
ENSG00000248912		lincRNA
ENSG00000248913		processed_pseudogene
ENSG00000248915		processed_pseudogene
ENSG00000248916		unprocessed_pseudogene
ENSG00000248918		lincRNA
ENSG00000248921		processed_pseudogene
ENSG00000248924		transcribed_processed_pseudogene
ENSG00000248925		antisense
ENSG00000248926		processed_pseudogene
ENSG00000248928		processed_pseudogene
ENSG00000248929		processed_pseudogene
ENSG00000248930		processed_pseudogene
ENSG00000248931		processed_pseudogene
ENSG00000248935		antisense
ENSG00000248936		antisense
ENSG00000248939		lincRNA
ENSG00000248942		lincRNA
ENSG00000248943		lincRNA
ENSG00000248944		unprocessed_pseudogene
ENSG00000248946		processed_pseudogene
ENSG00000248949		lincRNA
ENSG00000248950		processed_pseudogene
ENSG00000248951		processed_pseudogene
ENSG00000248954		lincRNA
ENSG00000248955		processed_pseudogene
ENSG00000248958		processed_pseudogene
ENSG00000248962		lincRNA
ENSG00000248965		antisense
ENSG00000248967		processed_pseudogene
ENSG00000248968		antisense
ENSG00000248969		antisense
ENSG00000248975		lincRNA
ENSG00000248977		processed_pseudogene
ENSG00000248978		unprocessed_pseudogene
ENSG00000248979		processed_pseudogene
ENSG00000248980		antisense
ENSG00000248984		antisense
ENSG00000248987		processed_pseudogene
ENSG00000248990		lincRNA
ENSG00000248991		lincRNA
ENSG00000248993		protein_coding
ENSG00000248996		antisense
ENSG00000248998		processed_pseudogene
ENSG00000249000		lincRNA
ENSG00000249001		antisense
ENSG00000249002		processed_pseudogene
ENSG00000249003		unprocessed_pseudogene
ENSG00000249005		unprocessed_pseudogene
ENSG00000249006		processed_pseudogene
ENSG00000249007		sense_intronic
ENSG00000249008		protein_coding
ENSG00000249012		unprocessed_pseudogene
ENSG00000249013		processed_pseudogene
ENSG00000249016		protein_coding
ENSG00000249017		antisense
ENSG00000249018		processed_pseudogene
ENSG00000249019		processed_pseudogene
ENSG00000249020		snoRNA
ENSG00000249021		lincRNA
ENSG00000249022		lincRNA
ENSG00000249023		lincRNA
ENSG00000249025		processed_pseudogene
ENSG00000249028		antisense
ENSG00000249036		lincRNA
ENSG00000249038		processed_pseudogene
ENSG00000249041		antisense
ENSG00000249045		unprocessed_pseudogene
ENSG00000249047		processed_pseudogene
ENSG00000249048		TR_V_pseudogene
ENSG00000249049		protein_coding
ENSG00000249050		processed_pseudogene
ENSG00000249051		processed_pseudogene
ENSG00000249052		lincRNA
ENSG00000249053		processed_pseudogene
ENSG00000249055		transcribed_processed_pseudogene
ENSG00000249056		processed_pseudogene
ENSG00000249057		sense_intronic
ENSG00000249061		lincRNA
ENSG00000249064		processed_pseudogene
ENSG00000249065		processed_transcript
ENSG00000249066		lincRNA
ENSG00000249068		processed_pseudogene
ENSG00000249071		antisense
ENSG00000249072		processed_pseudogene
ENSG00000249074		processed_pseudogene
ENSG00000249077		processed_pseudogene
ENSG00000249079		processed_pseudogene
ENSG00000249081		unprocessed_pseudogene
ENSG00000249084		antisense
ENSG00000249085		antisense
ENSG00000249086		sense_overlapping
ENSG00000249089		unprocessed_pseudogene
ENSG00000249091		lincRNA
ENSG00000249092		processed_pseudogene
ENSG00000249094		lincRNA
ENSG00000249096		lincRNA
ENSG00000249098		processed_pseudogene
ENSG00000249099		lincRNA
ENSG00000249100		lincRNA
ENSG00000249101		processed_pseudogene
ENSG00000249102		lincRNA
ENSG00000249105		processed_pseudogene
ENSG00000249109		protein_coding
ENSG00000249111		lincRNA
ENSG00000249112		lincRNA
ENSG00000249114		sense_intronic
ENSG00000249116		antisense
ENSG00000249119		processed_pseudogene
ENSG00000249122		lincRNA
ENSG00000249125		lincRNA
ENSG00000249127		unprocessed_pseudogene
ENSG00000249131		lincRNA
ENSG00000249135		processed_pseudogene
ENSG00000249140		processed_pseudogene
ENSG00000249141		protein_coding
ENSG00000249148		processed_pseudogene
ENSG00000249149		processed_transcript
ENSG00000249150		lincRNA
ENSG00000249152		lincRNA
ENSG00000249153		lincRNA
ENSG00000249156		processed_pseudogene
ENSG00000249157		processed_pseudogene
ENSG00000249159		lincRNA
ENSG00000249162		processed_pseudogene
ENSG00000249163		antisense
ENSG00000249166		lincRNA
ENSG00000249169		lincRNA
ENSG00000249170		processed_pseudogene
ENSG00000249171		lincRNA
ENSG00000249174		lincRNA
ENSG00000249175		antisense
ENSG00000249177		unprocessed_pseudogene
ENSG00000249180		antisense
ENSG00000249183		processed_pseudogene
ENSG00000249186		antisense
ENSG00000249188		unprocessed_pseudogene
ENSG00000249189		unprocessed_pseudogene
ENSG00000249191		processed_pseudogene
ENSG00000249192		processed_pseudogene
ENSG00000249197		unprocessed_pseudogene
ENSG00000249198		lincRNA
ENSG00000249199		lincRNA
ENSG00000249200		processed_pseudogene
ENSG00000249203		lincRNA
ENSG00000249206		processed_pseudogene
ENSG00000249207		antisense
ENSG00000249209		protein_coding
ENSG00000249212		unprocessed_pseudogene
ENSG00000249213		processed_pseudogene
ENSG00000249215		processed_pseudogene
ENSG00000249216		antisense
ENSG00000249219		antisense
ENSG00000249225		antisense
ENSG00000249226		processed_pseudogene
ENSG00000249228		lincRNA
ENSG00000249229		processed_pseudogene
ENSG00000249230		unprocessed_pseudogene
ENSG00000249234		antisense
ENSG00000249235		unprocessed_pseudogene
ENSG00000249236		lincRNA
ENSG00000249237		unitary_pseudogene
ENSG00000249238		processed_pseudogene
ENSG00000249239		processed_pseudogene
ENSG00000249240		retained_intron
ENSG00000249244		unprocessed_pseudogene
ENSG00000249247		unprocessed_pseudogene
ENSG00000249249		antisense
ENSG00000249253		processed_pseudogene
ENSG00000249255		processed_pseudogene
ENSG00000249257		processed_pseudogene
ENSG00000249258		lincRNA
ENSG00000249259		transcribed_processed_pseudogene
ENSG00000249261		lincRNA
ENSG00000249262		processed_pseudogene
ENSG00000249263		transcribed_unprocessed_pseudogene
ENSG00000249266		processed_pseudogene
ENSG00000249269		lincRNA
ENSG00000249270		processed_pseudogene
ENSG00000249271		processed_pseudogene
ENSG00000249272		unprocessed_pseudogene
ENSG00000249274		processed_pseudogene
ENSG00000249275		lincRNA
ENSG00000249276		lincRNA
ENSG00000249277		processed_pseudogene
ENSG00000249278		processed_pseudogene
ENSG00000249282		processed_pseudogene
ENSG00000249283		processed_pseudogene
ENSG00000249284		processed_pseudogene
ENSG00000249285		processed_pseudogene
ENSG00000249286		processed_pseudogene
ENSG00000249287		processed_pseudogene
ENSG00000249288		unprocessed_pseudogene
ENSG00000249289		processed_pseudogene
ENSG00000249290		antisense
ENSG00000249293		antisense
ENSG00000249301		processed_pseudogene
ENSG00000249302		processed_pseudogene
ENSG00000249304		antisense
ENSG00000249305		processed_pseudogene
ENSG00000249309		antisense
ENSG00000249311		processed_pseudogene
ENSG00000249312		processed_pseudogene
ENSG00000249316		unprocessed_pseudogene
ENSG00000249318		antisense
ENSG00000249319		protein_coding
ENSG00000249320		processed_pseudogene
ENSG00000249321		unprocessed_pseudogene
ENSG00000249330		antisense
ENSG00000249332		lincRNA
ENSG00000249333		unprocessed_pseudogene
ENSG00000249334		lincRNA
ENSG00000249335		lincRNA
ENSG00000249337		processed_pseudogene
ENSG00000249338		processed_pseudogene
ENSG00000249347		processed_pseudogene
ENSG00000249349		lincRNA
ENSG00000249351		processed_pseudogene
ENSG00000249352		lincRNA
ENSG00000249359		lincRNA
ENSG00000249360		processed_pseudogene
ENSG00000249362		lincRNA
ENSG00000249363		processed_pseudogene
ENSG00000249367		processed_pseudogene
ENSG00000249368		processed_pseudogene
ENSG00000249372		processed_pseudogene
ENSG00000249373		antisense
ENSG00000249380		processed_pseudogene
ENSG00000249381		lincRNA
ENSG00000249386		unprocessed_pseudogene
ENSG00000249387		processed_pseudogene
ENSG00000249388		lincRNA
ENSG00000249392		lincRNA
ENSG00000249400		processed_pseudogene
ENSG00000249403		lincRNA
ENSG00000249404		lincRNA
ENSG00000249405		lincRNA
ENSG00000249407		antisense
ENSG00000249409		lincRNA
ENSG00000249410		processed_pseudogene
ENSG00000249411		processed_pseudogene
ENSG00000249412		antisense
ENSG00000249413		lincRNA
ENSG00000249416		processed_pseudogene
ENSG00000249417		antisense
ENSG00000249418		processed_pseudogene
ENSG00000249425		lincRNA
ENSG00000249426		lincRNA
ENSG00000249429		lincRNA
ENSG00000249433		processed_pseudogene
ENSG00000249435		processed_pseudogene
ENSG00000249438		processed_pseudogene
ENSG00000249439		processed_pseudogene
ENSG00000249441		lincRNA
ENSG00000249443		processed_pseudogene
ENSG00000249444		processed_transcript
ENSG00000249446		TR_J_pseudogene
ENSG00000249448		processed_pseudogene
ENSG00000249449		processed_pseudogene
ENSG00000249451		lincRNA
ENSG00000249452		processed_pseudogene
ENSG00000249453		antisense
ENSG00000249454		unprocessed_pseudogene
ENSG00000249458		lincRNA
ENSG00000249460		lincRNA
ENSG00000249462		processed_pseudogene
ENSG00000249463		lincRNA
ENSG00000249472		processed_pseudogene
ENSG00000249474		antisense
ENSG00000249478		antisense
ENSG00000249479		antisense
ENSG00000249482		unprocessed_pseudogene
ENSG00000249483		lincRNA
ENSG00000249486		unprocessed_pseudogene
ENSG00000249488		processed_pseudogene
ENSG00000249490		lincRNA
ENSG00000249491		antisense
ENSG00000249492		retained_intron
ENSG00000249493		unprocessed_pseudogene
ENSG00000249494		antisense
ENSG00000249495		processed_pseudogene
ENSG00000249501		unprocessed_pseudogene
ENSG00000249502		antisense
ENSG00000249503		processed_pseudogene
ENSG00000249504		transcribed_processed_pseudogene
ENSG00000249505		processed_pseudogene
ENSG00000249506		transcribed_processed_pseudogene
ENSG00000249509		antisense
ENSG00000249510		processed_pseudogene
ENSG00000249513		lincRNA
ENSG00000249514		processed_pseudogene
ENSG00000249515		lincRNA
ENSG00000249516		processed_pseudogene
ENSG00000249518		processed_pseudogene
ENSG00000249519		lincRNA
ENSG00000249520		processed_pseudogene
ENSG00000249522		processed_pseudogene
ENSG00000249525		processed_pseudogene
ENSG00000249526		lincRNA
ENSG00000249531		processed_pseudogene
ENSG00000249539		processed_pseudogene
ENSG00000249540		processed_pseudogene
ENSG00000249541		processed_pseudogene
ENSG00000249542		processed_pseudogene
ENSG00000249545		antisense
ENSG00000249547		lincRNA
ENSG00000249551		lincRNA
ENSG00000249555		processed_pseudogene
ENSG00000249557		processed_pseudogene
ENSG00000249558		processed_pseudogene
ENSG00000249562		processed_pseudogene
ENSG00000249563		unprocessed_pseudogene
ENSG00000249564		processed_pseudogene
ENSG00000249568		antisense
ENSG00000249577		processed_pseudogene
ENSG00000249579		processed_pseudogene
ENSG00000249580		unprocessed_pseudogene
ENSG00000249582		processed_pseudogene
ENSG00000249588		lincRNA
ENSG00000249590		nonsense_mediated_decay
ENSG00000249593		antisense
ENSG00000249600		processed_pseudogene
ENSG00000249601		lincRNA
ENSG00000249602		antisense
ENSG00000249604		antisense
ENSG00000249605		sense_intronic
ENSG00000249606		unprocessed_pseudogene
ENSG00000249607		processed_pseudogene
ENSG00000249609		antisense
ENSG00000249610		antisense
ENSG00000249614		lincRNA
ENSG00000249616		processed_pseudogene
ENSG00000249617		processed_pseudogene
ENSG00000249621		lincRNA
ENSG00000249623		antisense
ENSG00000249626		processed_pseudogene
ENSG00000249627		processed_pseudogene
ENSG00000249631		lincRNA
ENSG00000249633		unprocessed_pseudogene
ENSG00000249634		unprocessed_pseudogene
ENSG00000249637		antisense
ENSG00000249638		lincRNA
ENSG00000249646		processed_transcript
ENSG00000249649		processed_pseudogene
ENSG00000249650		antisense
ENSG00000249654		unprocessed_pseudogene
ENSG00000249655		antisense
ENSG00000249658		lincRNA
ENSG00000249664		lincRNA
ENSG00000249668		processed_pseudogene
ENSG00000249678		antisense
ENSG00000249680		unprocessed_pseudogene
ENSG00000249681		processed_pseudogene
ENSG00000249684		antisense
ENSG00000249686		unprocessed_pseudogene
ENSG00000249688		sense_intronic
ENSG00000249689		processed_pseudogene
ENSG00000249691		processed_pseudogene
ENSG00000249692		processed_pseudogene
ENSG00000249697		lincRNA
ENSG00000249698		unprocessed_pseudogene
ENSG00000249706		sense_intronic
ENSG00000249708		lincRNA
ENSG00000249721		processed_pseudogene
ENSG00000249722		lincRNA
ENSG00000249725		lincRNA
ENSG00000249726		unprocessed_pseudogene
ENSG00000249727		lincRNA
ENSG00000249729		processed_pseudogene
ENSG00000249731		lincRNA
ENSG00000249735		unprocessed_pseudogene
ENSG00000249737		antisense
ENSG00000249742		lincRNA
ENSG00000249743		lincRNA
ENSG00000249744		processed_pseudogene
ENSG00000249745		unprocessed_pseudogene
ENSG00000249746		lincRNA
ENSG00000249747		lincRNA
ENSG00000249752		lincRNA
ENSG00000249753		antisense
ENSG00000249754		processed_pseudogene
ENSG00000249755		processed_pseudogene
ENSG00000249761		processed_pseudogene
ENSG00000249763		processed_pseudogene
ENSG00000249764		processed_pseudogene
ENSG00000249766		processed_pseudogene
ENSG00000249767		unprocessed_pseudogene
ENSG00000249768		processed_pseudogene
ENSG00000249770		unprocessed_pseudogene
ENSG00000249771		lincRNA
ENSG00000249772		antisense
ENSG00000249773		protein_coding
ENSG00000249776		lincRNA
ENSG00000249777		processed_pseudogene
ENSG00000249778		processed_pseudogene
ENSG00000249779		processed_pseudogene
ENSG00000249780		processed_pseudogene
ENSG00000249786		antisense
ENSG00000249787		lincRNA
ENSG00000249790		lincRNA
ENSG00000249791		antisense
ENSG00000249792		lincRNA
ENSG00000249795		processed_pseudogene
ENSG00000249797		lincRNA
ENSG00000249798		unprocessed_pseudogene
ENSG00000249806		lincRNA
ENSG00000249807		lincRNA
ENSG00000249819		processed_pseudogene
ENSG00000249820		processed_pseudogene
ENSG00000249828		processed_pseudogene
ENSG00000249829		processed_pseudogene
ENSG00000249831		lincRNA
ENSG00000249834		processed_pseudogene
ENSG00000249837		lincRNA
ENSG00000249838		processed_pseudogene
ENSG00000249839		unprocessed_pseudogene
ENSG00000249840		unprocessed_pseudogene
ENSG00000249842		lincRNA
ENSG00000249843		processed_pseudogene
ENSG00000249844		unprocessed_pseudogene
ENSG00000249847		lincRNA
ENSG00000249848		processed_pseudogene
ENSG00000249849		antisense
ENSG00000249850		processed_pseudogene
ENSG00000249851		processed_pseudogene
ENSG00000249852		protein_coding
ENSG00000249856		lincRNA
ENSG00000249857		lincRNA
ENSG00000249863		processed_pseudogene
ENSG00000249865		antisense
ENSG00000249866		unprocessed_pseudogene
ENSG00000249868		processed_transcript
ENSG00000249869		processed_pseudogene
ENSG00000249870		antisense
ENSG00000249875		lincRNA
ENSG00000249876		processed_pseudogene
ENSG00000249877		lincRNA
ENSG00000249878		processed_pseudogene
ENSG00000249881		sense_overlapping
ENSG00000249883		lincRNA
ENSG00000249887		processed_pseudogene
ENSG00000249888		processed_pseudogene
ENSG00000249889		unprocessed_pseudogene
ENSG00000249890		unprocessed_pseudogene
ENSG00000249891		processed_pseudogene
ENSG00000249892		lincRNA
ENSG00000249893		unprocessed_pseudogene
ENSG00000249894		lincRNA
ENSG00000249896		lincRNA
ENSG00000249899		antisense
ENSG00000249901		antisense
ENSG00000249904		processed_pseudogene
ENSG00000249908		unprocessed_pseudogene
ENSG00000249909		unitary_pseudogene
ENSG00000249910		unprocessed_pseudogene
ENSG00000249912		TR_V_pseudogene
ENSG00000249916		antisense
ENSG00000249919		processed_pseudogene
ENSG00000249920		processed_pseudogene
ENSG00000249924		lincRNA
ENSG00000249926		lincRNA
ENSG00000249927		processed_pseudogene
ENSG00000249928		processed_pseudogene
ENSG00000249930		processed_pseudogene
ENSG00000249934		processed_pseudogene
ENSG00000249937		lincRNA
ENSG00000249941		lincRNA
ENSG00000249942		antisense
ENSG00000249943		processed_pseudogene
ENSG00000249944		processed_pseudogene
ENSG00000249945		lincRNA
ENSG00000249947		processed_pseudogene
ENSG00000249950		processed_pseudogene
ENSG00000249951		lincRNA
ENSG00000249955		antisense
ENSG00000249956		processed_pseudogene
ENSG00000249958		processed_pseudogene
ENSG00000249959		lincRNA
ENSG00000249960		processed_pseudogene
ENSG00000249962		processed_pseudogene
ENSG00000249963		processed_pseudogene
ENSG00000249965		processed_pseudogene
ENSG00000249966		antisense
ENSG00000249967		protein_coding
ENSG00000249970		processed_pseudogene
ENSG00000249971		antisense
ENSG00000249973		processed_pseudogene
ENSG00000249975		unprocessed_pseudogene
ENSG00000249976		processed_pseudogene
ENSG00000249977		processed_pseudogene
ENSG00000249978		TR_V_pseudogene
ENSG00000249982		lincRNA
ENSG00000249984		lincRNA
ENSG00000249985		unprocessed_pseudogene
ENSG00000249987		processed_pseudogene
ENSG00000249988		lincRNA
ENSG00000249990		processed_pseudogene
ENSG00000249994		lincRNA
ENSG00000249995		processed_pseudogene
ENSG00000249996		antisense
ENSG00000249997		unprocessed_pseudogene
ENSG00000249998		lincRNA
ENSG00000250001		sense_intronic
ENSG00000250006		processed_pseudogene
ENSG00000250011		processed_pseudogene
ENSG00000250012		antisense
ENSG00000250013		processed_pseudogene
ENSG00000250015		lincRNA
ENSG00000250016		processed_pseudogene
ENSG00000250017		processed_pseudogene
ENSG00000250020		processed_pseudogene
ENSG00000250024		lincRNA
ENSG00000250025		antisense
ENSG00000250027		antisense
ENSG00000250030		processed_pseudogene
ENSG00000250032		lincRNA
ENSG00000250034		lincRNA
ENSG00000250036		IG_V_gene
ENSG00000250037		unprocessed_pseudogene
ENSG00000250038		protein_coding
ENSG00000250039		antisense
ENSG00000250040		processed_pseudogene
ENSG00000250041		lincRNA
ENSG00000250043		lincRNA
ENSG00000250045		processed_pseudogene
ENSG00000250046		lincRNA
ENSG00000250048		lincRNA
ENSG00000250049		lincRNA
ENSG00000250050		unprocessed_pseudogene
ENSG00000250053		processed_pseudogene
ENSG00000250057		lincRNA
ENSG00000250060		lincRNA
ENSG00000250064		lincRNA
ENSG00000250066		lincRNA
ENSG00000250068		unprocessed_pseudogene
ENSG00000250069		sense_intronic
ENSG00000250074		processed_pseudogene
ENSG00000250078		lincRNA
ENSG00000250079		processed_pseudogene
ENSG00000250080		processed_pseudogene
ENSG00000250081		lincRNA
ENSG00000250082		processed_pseudogene
ENSG00000250084		unprocessed_pseudogene
ENSG00000250088		processed_pseudogene
ENSG00000250090		unprocessed_pseudogene
ENSG00000250098		lincRNA
ENSG00000250099		processed_pseudogene
ENSG00000250100		unprocessed_pseudogene
ENSG00000250101		antisense
ENSG00000250102		lincRNA
ENSG00000250105		lincRNA
ENSG00000250106		antisense
ENSG00000250114		unprocessed_pseudogene
ENSG00000250115		processed_pseudogene
ENSG00000250118		processed_pseudogene
ENSG00000250122		lincRNA
ENSG00000250124		lincRNA
ENSG00000250126		lincRNA
ENSG00000250129		antisense
ENSG00000250130		processed_pseudogene
ENSG00000250135		sense_intronic
ENSG00000250137		antisense
ENSG00000250138		unprocessed_pseudogene
ENSG00000250140		processed_pseudogene
ENSG00000250141		lincRNA
ENSG00000250145		processed_pseudogene
ENSG00000250147		processed_pseudogene
ENSG00000250148		processed_pseudogene
ENSG00000250149		lincRNA
ENSG00000250150		lincRNA
ENSG00000250158		lincRNA
ENSG00000250161		processed_pseudogene
ENSG00000250164		lincRNA
ENSG00000250166		lincRNA
ENSG00000250167		antisense
ENSG00000250169		processed_pseudogene
ENSG00000250170		sense_intronic
ENSG00000250173		protein_coding
ENSG00000250180		lincRNA
ENSG00000250183		transcribed_unprocessed_pseudogene
ENSG00000250185		processed_pseudogene
ENSG00000250186		antisense
ENSG00000250189		processed_pseudogene
ENSG00000250190		lincRNA
ENSG00000250191		unprocessed_pseudogene
ENSG00000250192		lincRNA
ENSG00000250193		lincRNA
ENSG00000250194		processed_pseudogene
ENSG00000250197		processed_pseudogene
ENSG00000250198		lincRNA
ENSG00000250200		processed_pseudogene
ENSG00000250202		processed_pseudogene
ENSG00000250205		processed_pseudogene
ENSG00000250207		unprocessed_pseudogene
ENSG00000250210		protein_coding
ENSG00000250213		processed_pseudogene
ENSG00000250214		processed_pseudogene
ENSG00000250215		processed_pseudogene
ENSG00000250219		processed_pseudogene
ENSG00000250220		antisense
ENSG00000250221		processed_pseudogene
ENSG00000250227		processed_pseudogene
ENSG00000250229		processed_pseudogene
ENSG00000250231		unprocessed_pseudogene
ENSG00000250234		antisense
ENSG00000250237		lincRNA
ENSG00000250238		processed_pseudogene
ENSG00000250240		antisense
ENSG00000250242		lincRNA
ENSG00000250243		antisense
ENSG00000250244		antisense
ENSG00000250247		processed_pseudogene
ENSG00000250249		processed_pseudogene
ENSG00000250250		antisense
ENSG00000250253		processed_pseudogene
ENSG00000250256		lincRNA
ENSG00000250257		unprocessed_pseudogene
ENSG00000250258		antisense
ENSG00000250259		lincRNA
ENSG00000250260		lincRNA
ENSG00000250261		unprocessed_pseudogene
ENSG00000250264		protein_coding
ENSG00000250267		antisense
ENSG00000250268		unprocessed_pseudogene
ENSG00000250271		lincRNA
ENSG00000250272		processed_pseudogene
ENSG00000250273		processed_pseudogene
